Samples	Class	1,2-anhydro-myo-inositol	1-hexadecanol	2-hydroxyglutaric acid	2-isopropylmalic acid	2-ketoisocaproic acid	3,6-anhydrogalactose	3-hydroxy-3-methylglutaric acid	4-hydroxyproline	alanine	alpha ketoglutaric acid	arabinose	arabitol	arachidic acid	asparagine	aspartic acid	behenic acid	benzoic acid	beta alanine	butyl stearate	caffeic acid	cellobiose	cis-caffeic acid	citramalate	citric acid	citrulline	conduritol-beta-epoxide	cysteine	dehydroascorbate	erythritol	fructose	fucose	GABA	galactinol	galactonic acid	galactose	galacturonic acid	glucoheptulose	gluconic acid	glucose	glucuronic acid	glutamic acid	glyceric acid	glycerol	glycerol-3-galactoside NIST	glycerol-alpha-phosphate	glycine	guanine	heptadecanoic acid	homoserine	indole-3-lactate	inositol myo-	inulobiose	isocitric acid	isogalactinol	isoleucine	isothreonic acid	lactic acid	Lauric acid	leucine	lysine	lyxitol	malate	maleic acid	maltose	mannitol	melibiose	methionine	N-acetyl-D-hexosamine	N-acetyl-D-mannosamine	nicotianamine	octadecanol	Oleic acid	ornithine	oxoproline	palmitic acid	pelargonic acid	phenylalanine	pipecolic acid	proline	pseudo uridine	putrescine	quinic acid	ribonic acid	ribose	saccharopine	serine	shikimic acid	sophorose	sorbitol	spermidine	Stearic acid	suberyl glycine	succinic acid	talose	tartaric acid	threitol	threonic acid	threonine	trehalose	tryptophan	tyrosine	uracil	urea	uridine	valine	xanthine	xylitol	xylose
421665	White wine type and source:Fume Blanc, Napa, CA 2004	9479.00	949.00	130013.00	10781.00	0	2991.00	0	0	143470.00	6474.00	23220.00	6298.00	0	0	21102.00	2036.00	5052.00	2972.00	503.00	0	77194.00	0	17843.00	0	0	29813.00	0	25895.00	105892.00	132640.00	15607.00	48813.00	0	1065.00	17347.00	78138.00	3144.00	1342.00	0	346.00	8172.00	4434.00	1946474.00	0	0	54375.00	670.00	0	2392.00	0	392788.00	1224.00	0	3586.00	21863.00	3547.00	1422665.00	5624.00	75891.00	53986.00	6050.00	9844.00	0	0	198710.00	0	5246.00	17551.00	11723.00	0	616.00	0	0	0	8720.00	21546.00	17062.00	11519.00	754746.00	1239.00	26438.00	0	2758.00	9239.00	0	15210.00	21234.00	24068.00	106101.00	0	69863.00	0	2013983.00	0	747388.00	15129.00	11051.00	10303.00	25870.00	3559.00	23601.00	11368.00	4469.00	0	35545.00	1735.00	3363.00	15371.00
421669	White wine type and source:Fume Blanc, Napa, CA 2004	9730.00	2743.00	133333.00	10372.00	859.00	2732.00	1568.00	2866.00	150481.00	7188.00	22967.00	4662.00	2650.00	8449.00	22557.00	2655.00	8075.00	2646.00	3951.00	1215.00	66822.00	1011.00	15790.00	8946.00	549.00	28205.00	2886.00	25801.00	98571.00	131229.00	14364.00	48744.00	2520.00	1345.00	14585.00	77260.00	2844.00	1270.00	215374.00	3995.00	6900.00	4246.00	1551698.00	11136.00	1409.00	47709.00	593.00	2052.00	2857.00	813.00	361966.00	848.00	1977.00	3572.00	21402.00	3497.00	1479934.00	9358.00	79538.00	52154.00	5414.00	9178.00	106980.00	12010.00	235881.00	9428.00	5238.00	11229.00	10889.00	544.00	1583.00	207.00	6977.00	66560.00	16600.00	30804.00	17509.00	10933.00	962704.00	1317.00	23499.00	1878.00	2824.00	8588.00	929.00	13596.00	20447.00	21605.00	104287.00	727.00	137325.00	1935.00	1769129.00	2017.00	699929.00	13827.00	11442.00	12624.00	23506.00	3137.00	25425.00	14750.00	2052.00	269.00	33187.00	1671.00	3366.00	16525.00
421549	White wine type and source:Pinot gris, Napa, CA 2004	14887.00	2478.00	69757.00	4976.00	1049.00	2744.00	1717.00	10299.00	309760.00	1350.00	116728.00	3619.00	1950.00	24519.00	28388.00	1704.00	18776.00	7881.00	1682.00	5374.00	21520.00	3240.00	22705.00	144030.00	13279.00	52331.00	5654.00	13691.00	71276.00	264448.00	17720.00	419385.00	3129.00	1419.00	44515.00	169170.00	4675.00	1776.00	371379.00	1093.00	12225.00	2995.00	1378988.00	9269.00	633.00	76449.00	388.00	2052.00	3198.00	962.00	357017.00	1060.00	6610.00	4645.00	13363.00	3440.00	297880.00	7428.00	55218.00	39819.00	4458.00	449651.00	89500.00	4025.00	83046.00	10689.00	3502.00	15823.00	18285.00	622.00	968.00	347.00	133589.00	215708.00	17602.00	20353.00	14216.00	6560.00	1302646.00	509.00	17967.00	3387.00	2314.00	6999.00	442.00	15674.00	14879.00	13009.00	82661.00	480.00	98083.00	2765.00	978547.00	3426.00	629370.00	8940.00	9647.00	16392.00	4847.00	1528.00	27032.00	8477.00	3485.00	165.00	34206.00	509.00	3434.00	22650.00
421553	White wine type and source:Pinot gris, Napa, CA 2004	12951.00	3027.00	69122.00	5407.00	737.00	2578.00	2788.00	10116.00	325800.00	1708.00	53904.00	4183.00	2302.00	23695.00	29678.00	2456.00	16019.00	7770.00	1636.00	4634.00	22373.00	3040.00	21793.00	160067.00	14315.00	51399.00	152.00	14367.00	64287.00	281155.00	14110.00	415665.00	2913.00	1759.00	45155.00	187927.00	5314.00	1863.00	355897.00	1151.00	12822.00	3820.00	1269342.00	10169.00	1131.00	66175.00	441.00	3945.00	3294.00	831.00	374554.00	1110.00	7398.00	4043.00	12944.00	2934.00	307040.00	9780.00	56383.00	41605.00	4612.00	380412.00	90514.00	3720.00	82838.00	11226.00	3627.00	14920.00	17027.00	636.00	1389.00	312.00	181031.00	219175.00	17472.00	19570.00	15255.00	6851.00	1427891.00	920.00	18394.00	3853.00	2108.00	6792.00	232.00	17037.00	14206.00	12321.00	82940.00	476.00	117500.00	3308.00	910542.00	3452.00	670715.00	8075.00	8815.00	15557.00	4497.00	1655.00	30997.00	8522.00	2766.00	202.00	34064.00	545.00	3812.00	25158.00
421557	White wine type and source:Pinot gris, Napa, CA 2004	10367.00	4955.00	66217.00	4369.00	1070.00	2637.00	3327.00	8582.00	355326.00	1121.00	99860.00	2921.00	2951.00	24212.00	28307.00	3912.00	17612.00	7706.00	1519.00	5317.00	21051.00	2215.00	20367.00	138213.00	13557.00	48400.00	6558.00	12660.00	52588.00	255447.00	16185.00	389888.00	2494.00	1455.00	66201.00	167275.00	4380.00	1971.00	364275.00	1810.00	12474.00	2859.00	1540904.00	9137.00	1636.00	64918.00	703.00	3315.00	3347.00	982.00	371411.00	992.00	6818.00	4463.00	13069.00	3141.00	297447.00	8180.00	56801.00	39213.00	4357.00	311845.00	84289.00	4433.00	70550.00	10540.00	3781.00	12977.00	16344.00	631.00	1600.00	385.00	150535.00	207854.00	19886.00	20146.00	13060.00	6652.00	1408001.00	1492.00	16487.00	2700.00	1958.00	6970.00	428.00	16636.00	13498.00	12570.00	79986.00	1005.00	125804.00	2886.00	861201.00	2778.00	659223.00	8730.00	8435.00	15162.00	4816.00	1495.00	28785.00	9222.00	4261.00	171.00	35032.00	623.00	2613.00	20474.00
421561	White wine type and source:Pinot gris, Napa, CA 2004	12253.00	3406.00	75967.00	5334.00	975.00	2935.00	1739.00	13128.00	263507.00	2855.00	102966.00	5643.00	2384.00	23430.00	32399.00	4434.00	19139.00	9346.00	8668.00	4879.00	26571.00	4155.00	24769.00	165336.00	15177.00	51236.00	288.00	16954.00	56625.00	213867.00	18212.00	464633.00	3643.00	2010.00	45051.00	179219.00	5358.00	2122.00	366139.00	2877.00	13688.00	5141.00	1251262.00	9970.00	1296.00	75070.00	668.00	3729.00	2276.00	831.00	338808.00	1105.00	8074.00	5153.00	14718.00	3585.00	221637.00	9810.00	59773.00	50868.00	4819.00	412291.00	175313.00	7108.00	72017.00	3937.00	3732.00	12987.00	19930.00	924.00	1006.00	174.00	169854.00	205028.00	24222.00	24089.00	15384.00	7501.00	1439705.00	871.00	17588.00	4033.00	2263.00	7204.00	256.00	20600.00	15526.00	14535.00	81615.00	574.00	187418.00	3426.00	1012349.00	4627.00	531726.00	9629.00	10548.00	14493.00	5513.00	1812.00	32896.00	15665.00	4139.00	136.00	34214.00	701.00	3475.00	24220.00
421565	White wine type and source:Pinot gris, Napa, CA 2004	10888.00	3921.00	61527.00	4547.00	995.00	2330.00	3688.00	10631.00	348983.00	1260.00	103895.00	2869.00	2847.00	22598.00	27363.00	3070.00	17522.00	7937.00	1965.00	4527.00	19493.00	2239.00	19846.00	136718.00	14856.00	46475.00	70.00	12525.00	56722.00	240681.00	13419.00	393972.00	2670.00	1782.00	37613.00	161168.00	4398.00	1521.00	361009.00	3835.00	11770.00	4124.00	1496527.00	7612.00	1411.00	68172.00	555.00	3975.00	3180.00	1148.00	379003.00	1090.00	6827.00	3555.00	13124.00	3048.00	302252.00	6943.00	56504.00	40152.00	4346.00	325898.00	74143.00	5729.00	68844.00	10350.00	3365.00	13437.00	14823.00	721.00	1670.00	285.00	166036.00	213664.00	18423.00	16087.00	13169.00	6438.00	1456356.00	2062.00	16542.00	2944.00	2155.00	6326.00	471.00	17711.00	13346.00	13635.00	84577.00	1087.00	131479.00	2873.00	884652.00	3300.00	655698.00	7944.00	8912.00	14765.00	3876.00	1525.00	30022.00	9967.00	3035.00	244.00	33235.00	844.00	3152.00	20828.00
421569	White wine type and source:Pinot gris, Napa, CA 2004	9856.00	1926.00	75410.00	5177.00	798.00	3115.00	3237.00	10017.00	337537.00	2304.00	113887.00	4380.00	2471.00	24300.00	30987.00	3402.00	17310.00	8730.00	3379.00	4232.00	18219.00	3815.00	22307.00	158809.00	16954.00	52527.00	235.00	14996.00	64622.00	284415.00	18173.00	434158.00	2573.00	1348.00	39828.00	168799.00	5171.00	1723.00	411929.00	2341.00	12233.00	5430.00	1108334.00	8445.00	1234.00	65700.00	357.00	3338.00	2588.00	859.00	391592.00	1542.00	7086.00	3393.00	12792.00	3477.00	313059.00	11261.00	56858.00	45181.00	4477.00	377578.00	83283.00	4774.00	78707.00	8503.00	3910.00	16518.00	19371.00	749.00	770.00	431.00	175854.00	229516.00	11770.00	22771.00	15643.00	6380.00	1412339.00	2751.00	18616.00	2991.00	2385.00	6963.00	540.00	13992.00	14143.00	11609.00	84242.00	521.00	85664.00	3116.00	903057.00	3862.00	737898.00	8814.00	10000.00	15290.00	2859.00	1742.00	30429.00	9570.00	2598.00	157.00	34257.00	787.00	3266.00	25077.00
421524	White wine type and source:Pinot gris, Oregon 2003	12111.00	2367.00	106165.00	4946.00	743.00	3872.00	3684.00	10211.00	172101.00	2909.00	70293.00	4016.00	1565.00	9154.00	34886.00	1298.00	6484.00	5595.00	1110.00	2853.00	10168.00	3599.00	16168.00	125508.00	3674.00	41582.00	1528.00	18015.00	69629.00	509947.00	18567.00	192093.00	1233.00	1273.00	491873.00	124502.00	2551.00	3059.00	794780.00	1740.00	11470.00	3567.00	897042.00	9326.00	706.00	67305.00	851.00	3185.00	4516.00	2425.00	258066.00	1330.00	6600.00	2004.00	21098.00	2209.00	107645.00	8016.00	74963.00	56152.00	4483.00	417873.00	120613.00	5473.00	84624.00	4607.00	4905.00	12571.00	16338.00	479.00	2028.00	359.00	33132.00	148732.00	11700.00	12300.00	20007.00	6302.00	945595.00	1759.00	16931.00	12512.00	1095.00	11303.00	953.00	21852.00	14157.00	7568.00	75506.00	1092.00	67812.00	2094.00	877755.00	3399.00	580771.00	7623.00	7547.00	15348.00	6673.00	2463.00	25608.00	18331.00	2529.00	272.00	42484.00	953.00	2503.00	25167.00
421528	White wine type and source:Pinot gris, Oregon 2003	10957.00	3826.00	96933.00	4507.00	682.00	3479.00	3063.00	8291.00	159724.00	2038.00	61481.00	3487.00	2740.00	9180.00	29646.00	4184.00	5774.00	4264.00	4864.00	3406.00	16823.00	2896.00	14087.00	124480.00	3612.00	41986.00	95.00	18692.00	49928.00	621450.00	18935.00	160661.00	1799.00	1514.00	665606.00	135922.00	4032.00	3415.00	792888.00	4802.00	10577.00	3339.00	1006641.00	10909.00	921.00	57875.00	840.00	3377.00	3186.00	2369.00	274547.00	1947.00	6384.00	3538.00	17870.00	1995.00	94061.00	11321.00	62400.00	48416.00	4222.00	361604.00	100299.00	8042.00	78026.00	917.00	4318.00	9021.00	17110.00	608.00	796.00	428.00	33017.00	117308.00	16850.00	15869.00	16940.00	4973.00	860665.00	2108.00	16076.00	13035.00	943.00	9225.00	844.00	17586.00	14630.00	12132.00	70935.00	1211.00	117535.00	2054.00	810534.00	3979.00	511043.00	5643.00	6956.00	10998.00	12271.00	2737.00	25959.00	12854.00	1948.00	298.00	36113.00	838.00	2647.00	21006.00
421532	White wine type and source:Pinot gris, Oregon 2003	11625.00	4676.00	100556.00	4778.00	1048.00	3902.00	3085.00	8226.00	166610.00	2115.00	66102.00	5270.00	1935.00	9663.00	31755.00	3718.00	5224.00	4179.00	6309.00	3326.00	14052.00	2843.00	15531.00	125062.00	3424.00	42044.00	2688.00	19643.00	67513.00	624285.00	21893.00	182137.00	1731.00	1165.00	307015.00	123114.00	4337.00	3120.00	776595.00	944.00	11630.00	4085.00	1097530.00	11017.00	1146.00	63330.00	752.00	2129.00	3225.00	2465.00	276789.00	1378.00	6472.00	2856.00	18737.00	2083.00	100702.00	4690.00	66366.00	53010.00	4173.00	413958.00	81844.00	6342.00	43510.00	6770.00	4609.00	9208.00	15623.00	436.00	2613.00	417.00	30674.00	134952.00	19449.00	17877.00	17384.00	4735.00	933686.00	1821.00	15096.00	13005.00	977.00	9634.00	613.00	19995.00	14482.00	10768.00	72167.00	1134.00	126716.00	905.00	828337.00	3883.00	552884.00	7084.00	7470.00	12447.00	9845.00	2133.00	27159.00	12026.00	2326.00	223.00	39373.00	840.00	2676.00	25081.00
421536	White wine type and source:Pinot gris, Oregon 2003	12059.00	6183.00	100358.00	4215.00	1091.00	3617.00	3533.00	8447.00	169573.00	2127.00	63077.00	5306.00	3031.00	9761.00	30118.00	2504.00	5835.00	3925.00	3812.00	3375.00	16841.00	2858.00	14950.00	119780.00	3684.00	40780.00	1375.00	17622.00	62424.00	619130.00	19576.00	171420.00	2439.00	1479.00	523793.00	124102.00	3994.00	3415.00	798408.00	6216.00	11559.00	3932.00	1076642.00	9670.00	892.00	57663.00	809.00	3223.00	3157.00	2253.00	275220.00	1491.00	6570.00	3137.00	18724.00	1925.00	104442.00	11120.00	64938.00	48869.00	4286.00	385296.00	86247.00	6740.00	65628.00	2492.00	4491.00	8881.00	16570.00	551.00	1868.00	472.00	33602.00	118410.00	18772.00	14625.00	15683.00	5553.00	914145.00	594.00	15693.00	12147.00	790.00	8836.00	624.00	18225.00	13891.00	12183.00	67344.00	1461.00	121785.00	1855.00	781862.00	3657.00	526104.00	5745.00	6534.00	9644.00	11130.00	2472.00	27050.00	11421.00	2302.00	171.00	39208.00	873.00	2855.00	21933.00
421540	White wine type and source:Pinot gris, Oregon 2003	12571.00	5142.00	106231.00	5035.00	781.00	4210.00	2907.00	9107.00	161115.00	2438.00	68189.00	4001.00	1848.00	9611.00	32835.00	3968.00	4934.00	5820.00	7167.00	3873.00	17942.00	3256.00	15003.00	127142.00	3993.00	45221.00	1666.00	19344.00	64303.00	628711.00	19892.00	194778.00	2023.00	1461.00	16558.00	132507.00	4324.00	3528.00	828720.00	7739.00	11715.00	3971.00	1083022.00	10698.00	1107.00	64443.00	759.00	2456.00	3389.00	2651.00	287544.00	1737.00	6723.00	3500.00	19552.00	1915.00	99666.00	7207.00	67332.00	51999.00	4886.00	429976.00	77800.00	7623.00	42959.00	7129.00	4864.00	11426.00	18895.00	497.00	2492.00	386.00	30491.00	135428.00	20879.00	18061.00	18004.00	5830.00	914768.00	2222.00	17468.00	12433.00	981.00	9803.00	465.00	18561.00	14133.00	15622.00	80104.00	1628.00	135567.00	2125.00	888667.00	4306.00	580887.00	7225.00	7812.00	10914.00	12576.00	2602.00	27330.00	12342.00	2158.00	203.00	40806.00	909.00	2623.00	23779.00
421544	White wine type and source:Pinot gris, Oregon 2003	12335.00	2202.00	106950.00	5202.00	734.00	3820.00	3332.00	10647.00	167441.00	2596.00	64886.00	3687.00	1638.00	9412.00	33993.00	2713.00	6657.00	5324.00	852.00	2933.00	11271.00	3614.00	15968.00	123769.00	4164.00	43785.00	1367.00	18005.00	59142.00	481179.00	19336.00	187726.00	1233.00	1139.00	506905.00	132369.00	3796.00	3186.00	805961.00	1998.00	11818.00	4168.00	933731.00	9429.00	1326.00	67738.00	836.00	2486.00	6016.00	2196.00	248732.00	1143.00	6677.00	2263.00	20803.00	2220.00	103434.00	8596.00	72490.00	53202.00	4658.00	429432.00	118232.00	5112.00	88252.00	4517.00	4771.00	9410.00	17426.00	489.00	1910.00	333.00	34164.00	143810.00	14076.00	12026.00	18255.00	6315.00	926380.00	1917.00	18236.00	13185.00	898.00	9933.00	791.00	19551.00	15057.00	8407.00	68322.00	1168.00	64295.00	2183.00	891917.00	9668.00	559519.00	7430.00	7264.00	13909.00	8055.00	2232.00	27478.00	16931.00	2405.00	222.00	42554.00	892.00	2699.00	25320.00
421574	White wine type and source:Riesling, CA 2004	18681.00	1655.00	40195.00	2804.00	720.00	8373.00	2473.00	12888.00	376576.00	1194.00	42583.00	6884.00	2140.00	9693.00	31290.00	2661.00	9270.00	5503.00	11801.00	2915.00	18897.00	3357.00	39775.00	63659.00	13638.00	53401.00	715.00	5987.00	84096.00	210492.00	17959.00	255649.00	4916.00	1555.00	427954.00	232748.00	4492.00	3626.00	575431.00	22454.00	17729.00	4541.00	555719.00	20670.00	1561.00	69586.00	742.00	2734.00	3164.00	1417.00	364668.00	3631.00	5954.00	4092.00	16962.00	3766.00	1157804.00	5460.00	49821.00	43633.00	6503.00	35029.00	123076.00	4279.00	379969.00	7259.00	3690.00	11626.00	9148.00	626.00	580.00	793.00	71423.00	206229.00	14448.00	83469.00	16418.00	18622.00	1193835.00	3678.00	23798.00	2985.00	1878.00	7950.00	621.00	33447.00	40573.00	13917.00	126705.00	1614.00	97134.00	2243.00	601913.00	3551.00	637939.00	11357.00	7019.00	16836.00	3521.00	3212.00	13049.00	5420.00	2902.00	151.00	42761.00	793.00	3784.00	35911.00
421578	White wine type and source:Riesling, CA 2004	14278.00	3898.00	32018.00	2333.00	920.00	7097.00	2238.00	10244.00	373945.00	1213.00	33854.00	4459.00	1515.00	7846.00	26598.00	2006.00	8735.00	4757.00	8144.00	3597.00	6778.00	2527.00	32870.00	45855.00	9931.00	38814.00	319.00	5061.00	65766.00	409627.00	12698.00	214144.00	1567.00	1369.00	451048.00	190050.00	2963.00	3173.00	460106.00	40714.00	14792.00	2508.00	623965.00	13132.00	1561.00	59916.00	666.00	2365.00	3049.00	1052.00	288123.00	1952.00	4830.00	1268.00	16376.00	3041.00	1099484.00	6794.00	47802.00	32053.00	5268.00	27083.00	122827.00	2607.00	277137.00	3147.00	3371.00	6900.00	6785.00	481.00	1362.00	451.00	81038.00	206443.00	11639.00	66329.00	10780.00	15322.00	1265253.00	2504.00	19622.00	2514.00	1522.00	7096.00	535.00	31882.00	34330.00	5722.00	94393.00	1018.00	66617.00	2289.00	543302.00	3983.00	609621.00	9534.00	5631.00	18408.00	592.00	2318.00	9120.00	8275.00	2962.00	112.00	43321.00	654.00	3336.00	26705.00
421582	White wine type and source:Riesling, CA 2004	17095.00	3950.00	37423.00	2513.00	521.00	8314.00	2435.00	11530.00	341335.00	1181.00	39250.00	6001.00	1684.00	9091.00	28279.00	2840.00	6684.00	5305.00	6862.00	4104.00	13668.00	3151.00	36466.00	57124.00	13986.00	50351.00	1866.00	6294.00	73079.00	410940.00	15906.00	239752.00	4282.00	1373.00	167760.00	214552.00	4162.00	3190.00	546756.00	3446.00	16261.00	2627.00	870775.00	17843.00	1864.00	65647.00	549.00	1989.00	2960.00	1393.00	341624.00	3304.00	5463.00	3255.00	15400.00	3459.00	1086150.00	7907.00	47229.00	37924.00	5873.00	33991.00	132423.00	4032.00	346861.00	6478.00	3331.00	10523.00	8441.00	523.00	903.00	599.00	85663.00	223209.00	16954.00	41936.00	13348.00	16318.00	1197659.00	3151.00	23327.00	3048.00	1972.00	7842.00	477.00	27830.00	39936.00	11275.00	122082.00	1359.00	123836.00	1329.00	545056.00	4176.00	499686.00	11043.00	6838.00	17017.00	2621.00	3157.00	10768.00	7168.00	3425.00	106.00	42382.00	661.00	3890.00	31639.00
421586	White wine type and source:Riesling, CA 2004	15634.00	2120.00	27826.00	1814.00	803.00	6287.00	653.00	7986.00	328612.00	682.00	29128.00	4393.00	1474.00	8100.00	21598.00	2072.00	3389.00	4021.00	978.00	2807.00	11866.00	1941.00	25384.00	39239.00	8938.00	41096.00	1168.00	4448.00	60202.00	637476.00	13562.00	203972.00	2991.00	1188.00	254941.00	203585.00	3152.00	2618.00	533879.00	5144.00	13157.00	2827.00	1013701.00	14928.00	1651.00	52349.00	526.00	2271.00	2213.00	921.00	327757.00	2272.00	3923.00	2439.00	13416.00	2607.00	1045952.00	8341.00	39652.00	29127.00	4889.00	24166.00	109522.00	2581.00	304773.00	6245.00	2056.00	7962.00	7383.00	341.00	480.00	226.00	68574.00	172215.00	6756.00	6552.00	11727.00	12402.00	1024500.00	2530.00	21299.00	2149.00	1419.00	5907.00	273.00	22342.00	30745.00	8607.00	111014.00	897.00	44277.00	1465.00	336260.00	3368.00	635577.00	8590.00	4846.00	12134.00	2149.00	2194.00	11097.00	6795.00	4312.00	150.00	37098.00	686.00	3034.00	19527.00
421590	White wine type and source:Riesling, CA 2004	13635.00	3943.00	27305.00	1847.00	697.00	6020.00	1771.00	8478.00	299588.00	330.00	28489.00	4599.00	1606.00	6707.00	20679.00	1676.00	3338.00	3736.00	2556.00	2359.00	9747.00	2142.00	26126.00	38793.00	10828.00	37831.00	1868.00	4407.00	64747.00	636331.00	12387.00	202870.00	2374.00	1137.00	111669.00	185219.00	1763.00	2543.00	504942.00	1764.00	12110.00	1872.00	1206818.00	11530.00	1143.00	49218.00	290.00	2851.00	2281.00	897.00	270518.00	1859.00	3646.00	2037.00	12025.00	2921.00	1020859.00	5266.00	38777.00	27962.00	4677.00	25579.00	159105.00	3361.00	447690.00	4079.00	2316.00	7972.00	5836.00	331.00	848.00	299.00	67023.00	169596.00	11935.00	8664.00	10772.00	12186.00	953535.00	2024.00	16217.00	2099.00	1445.00	5889.00	252.00	19588.00	27926.00	6955.00	101929.00	1026.00	64191.00	1094.00	419767.00	2802.00	577898.00	8018.00	4826.00	9913.00	1899.00	1892.00	10437.00	5786.00	2101.00	92.00	31620.00	598.00	2380.00	27050.00
421594	White wine type and source:Riesling, CA 2004	17105.00	3266.00	35395.00	2660.00	652.00	7835.00	2307.00	11920.00	313924.00	1336.00	36283.00	3775.00	1123.00	8726.00	27633.00	2387.00	6599.00	5211.00	13466.00	2857.00	14307.00	2810.00	37878.00	57183.00	10575.00	47079.00	1948.00	5861.00	78738.00	429775.00	17077.00	246447.00	3772.00	1414.00	173788.00	215087.00	4144.00	3566.00	502146.00	2093.00	17825.00	3819.00	776186.00	16849.00	1374.00	65827.00	698.00	2199.00	3172.00	1433.00	327140.00	3055.00	5243.00	3535.00	15133.00	3329.00	942382.00	5717.00	45897.00	36784.00	5244.00	33582.00	469240.00	3808.00	428780.00	7543.00	3288.00	11823.00	8224.00	509.00	826.00	497.00	84193.00	216843.00	17130.00	41345.00	15338.00	17465.00	1200485.00	3360.00	20856.00	2720.00	1731.00	7013.00	495.00	29649.00	38596.00	12110.00	120888.00	1349.00	128573.00	1387.00	434658.00	36989.00	338392.00	11175.00	6260.00	13834.00	2566.00	3042.00	10509.00	8126.00	3351.00	129.00	38572.00	780.00	3579.00	30994.00
421599	White wine type and source:Riesling, Finger Lakes, NY 2004	24045.00	2396.00	31624.00	1797.00	852.00	5318.00	2319.00	12237.00	235477.00	1407.00	93808.00	1841.00	1718.00	12749.00	38303.00	2330.00	5799.00	1923.00	961.00	3461.00	15742.00	3358.00	11855.00	43597.00	7172.00	13466.00	456.00	5165.00	31135.00	431947.00	10641.00	122284.00	2516.00	1135.00	791942.00	269938.00	2421.00	8114.00	965593.00	2198.00	15530.00	4168.00	755436.00	26590.00	1676.00	58750.00	467.00	2525.00	2388.00	1790.00	268661.00	1039.00	5215.00	2659.00	14756.00	2001.00	1478753.00	8472.00	43689.00	31675.00	3195.00	186862.00	61629.00	5189.00	141313.00	10678.00	3436.00	5987.00	10062.00	538.00	577.00	195.00	62828.00	250959.00	9348.00	23100.00	17029.00	6297.00	405128.00	1872.00	4870.00	2198.00	1682.00	6896.00	63.00	21823.00	92518.00	7148.00	40538.00	1677.00	59434.00	1533.00	437300.00	121289.00	444969.00	3666.00	3450.00	12633.00	8115.00	2113.00	31530.00	8260.00	1593.00	219.00	37630.00	1028.00	815.00	18357.00
421603	White wine type and source:Riesling, Finger Lakes, NY 2004	35316.00	1023.00	29315.00	1595.00	155.00	4809.00	399.00	10462.00	231120.00	1132.00	92588.00	2704.00	1123.00	11884.00	34603.00	1289.00	4869.00	1784.00	640.00	3442.00	9882.00	2425.00	10874.00	38461.00	5101.00	13355.00	599.00	5573.00	28846.00	584983.00	9905.00	118256.00	1570.00	5350.00	435876.00	273659.00	1926.00	6580.00	650241.00	1990.00	14478.00	3178.00	744472.00	24648.00	1285.00	56303.00	367.00	927.00	1919.00	1483.00	270113.00	923.00	4488.00	1917.00	13691.00	1872.00	1651468.00	6431.00	40769.00	31152.00	2459.00	157475.00	41359.00	3841.00	129845.00	7194.00	3070.00	3039.00	9052.00	285.00	459.00	141.00	56775.00	236956.00	5781.00	8089.00	16498.00	6314.00	360625.00	1515.00	4058.00	1917.00	1612.00	6918.00	256.00	16775.00	85972.00	4232.00	43080.00	1477.00	42196.00	1413.00	419019.00	616338.00	426122.00	3314.00	3309.00	12470.00	5115.00	1898.00	27070.00	5161.00	1175.00	126.00	35547.00	818.00	1019.00	20579.00
421607	White wine type and source:Riesling, Finger Lakes, NY 2004	25959.00	2465.00	33820.00	2203.00	469.00	5805.00	1496.00	14806.00	262102.00	1203.00	100462.00	2708.00	1629.00	15701.00	43941.00	2243.00	7058.00	2162.00	1304.00	3876.00	19489.00	3587.00	14289.00	46592.00	9861.00	14378.00	1250.00	6021.00	33713.00	305079.00	11846.00	136071.00	3288.00	1209.00	348963.00	305291.00	2867.00	8117.00	110425.00	2558.00	17751.00	3682.00	854768.00	30843.00	2225.00	69218.00	455.00	2614.00	2692.00	1960.00	297136.00	1158.00	5412.00	3115.00	17778.00	2474.00	1600536.00	8145.00	48943.00	36020.00	2938.00	194659.00	73674.00	7650.00	130761.00	13049.00	3496.00	10634.00	10856.00	421.00	698.00	234.00	41951.00	292683.00	9465.00	29090.00	18714.00	7089.00	438953.00	1877.00	4813.00	2382.00	1969.00	8045.00	493.00	26019.00	102821.00	7938.00	41300.00	2077.00	56204.00	1773.00	523206.00	759766.00	485551.00	4250.00	3678.00	13456.00	10196.00	2380.00	34405.00	11046.00	2536.00	105.00	47571.00	991.00	1077.00	21394.00
