sample_id,label,variety,variety_group,"1,2-anhydro-myo-inositol",1-hexadecanol,2-hydroxyglutaric acid,2-isopropylmalic acid,2-ketoisocaproic acid,"3,6-anhydrogalactose",3-hydroxy-3-methylglutaric acid,4-hydroxyproline,alanine,alpha ketoglutaric acid,arabinose,arabitol,arachidic acid,asparagine,aspartic acid,behenic acid,benzoic acid,beta alanine,butyl stearate,caffeic acid,cellobiose,cis-caffeic acid,citramalate,citric acid,citrulline,conduritol-beta-epoxide,cysteine,dehydroascorbate,erythritol,fructose,fucose,GABA,galactinol,galactonic acid,galactose,galacturonic acid,glucoheptulose,gluconic acid,glucose,glucuronic acid,glutamic acid,glyceric acid,glycerol,glycerol-3-galactoside NIST,glycerol-alpha-phosphate,glycine,guanine,heptadecanoic acid,homoserine,indole-3-lactate,inositol myo-,inulobiose,isocitric acid,isogalactinol,isoleucine,isothreonic acid,lactic acid,Lauric acid,leucine,lysine,lyxitol,malate,maleic acid,maltose,mannitol,melibiose,methionine,N-acetyl-D-hexosamine,N-acetyl-D-mannosamine,nicotianamine,octadecanol,Oleic acid,ornithine,oxoproline,palmitic acid,pelargonic acid,phenylalanine,pipecolic acid,proline,pseudo uridine,putrescine,quinic acid,ribonic acid,ribose,saccharopine,serine,shikimic acid,sophorose,sorbitol,spermidine,Stearic acid,suberyl glycine,succinic acid,talose,tartaric acid,threitol,threonic acid,threonine,trehalose,tryptophan,tyrosine,uracil,urea,uridine,valine,xanthine,xylitol,xylose
421661,"Fume Blanc, Napa, CA 2004",Fume Blanc,Sauvignon Blanc,10098.0,5430.0,157794.0,12362.0,1094.0,3553.0,4456.0,6872.0,143372.0,8783.0,26055.0,5563.0,1745.0,10145.0,27691.0,3276.0,17117.0,3118.0,10068.0,1339.0,76227.0,900.0,20127.0,10204.0,1189.0,35193.0,4166.0,29043.0,106915.0,139885.0,15144.0,55506.0,2951.0,1281.0,20568.0,92471.0,3472.0,1427.0,241071.0,2806.0,8397.0,5435.0,1184800.0,13519.0,2779.0,58162.0,794.0,2133.0,4303.0,668.0,340712.0,1191.0,6495.0,3919.0,26426.0,3897.0,1148020.0,10002.0,92198.0,59614.0,6130.0,12402.0,111928.0,13316.0,151006.0,12029.0,6508.0,15468.0,12816.0,627.0,2726.0,682.0,8883.0,83207.0,23356.0,39455.0,20157.0,12963.0,1018878.0,2083.0,25005.0,2340.0,3171.0,10535.0,474.0,17407.0,24264.0,24090.0,99848.0,794.0,178985.0,1705.0,2077901.0,1687.0,749809.0,16331.0,13229.0,12929.0,25227.0,4023.0,26284.0,16255.0,2576.0,226.0,38879.0,2309.0,3803.0,17885.0
421665,"Fume Blanc, Napa, CA 2004",Fume Blanc,Sauvignon Blanc,9479.0,949.0,130013.0,10781.0,0.0,2991.0,0.0,0.0,143470.0,6474.0,23220.0,6298.0,0.0,0.0,21102.0,2036.0,5052.0,2972.0,503.0,0.0,77194.0,0.0,17843.0,0.0,0.0,29813.0,0.0,25895.0,105892.0,132640.0,15607.0,48813.0,0.0,1065.0,17347.0,78138.0,3144.0,1342.0,0.0,346.0,8172.0,4434.0,1946474.0,0.0,0.0,54375.0,670.0,0.0,2392.0,0.0,392788.0,1224.0,0.0,3586.0,21863.0,3547.0,1422665.0,5624.0,75891.0,53986.0,6050.0,9844.0,0.0,0.0,198710.0,0.0,5246.0,17551.0,11723.0,0.0,616.0,0.0,0.0,0.0,8720.0,21546.0,17062.0,11519.0,754746.0,1239.0,26438.0,0.0,2758.0,9239.0,0.0,15210.0,21234.0,24068.0,106101.0,0.0,69863.0,0.0,2013983.0,0.0,747388.0,15129.0,11051.0,10303.0,25870.0,3559.0,23601.0,11368.0,4469.0,0.0,35545.0,1735.0,3363.0,15371.0
421669,"Fume Blanc, Napa, CA 2004",Fume Blanc,Sauvignon Blanc,9730.0,2743.0,133333.0,10372.0,859.0,2732.0,1568.0,2866.0,150481.0,7188.0,22967.0,4662.0,2650.0,8449.0,22557.0,2655.0,8075.0,2646.0,3951.0,1215.0,66822.0,1011.0,15790.0,8946.0,549.0,28205.0,2886.0,25801.0,98571.0,131229.0,14364.0,48744.0,2520.0,1345.0,14585.0,77260.0,2844.0,1270.0,215374.0,3995.0,6900.0,4246.0,1551698.0,11136.0,1409.0,47709.0,593.0,2052.0,2857.0,813.0,361966.0,848.0,1977.0,3572.0,21402.0,3497.0,1479934.0,9358.0,79538.0,52154.0,5414.0,9178.0,106980.0,12010.0,235881.0,9428.0,5238.0,11229.0,10889.0,544.0,1583.0,207.0,6977.0,66560.0,16600.0,30804.0,17509.0,10933.0,962704.0,1317.0,23499.0,1878.0,2824.0,8588.0,929.0,13596.0,20447.0,21605.0,104287.0,727.0,137325.0,1935.0,1769129.0,2017.0,699929.0,13827.0,11442.0,12624.0,23506.0,3137.0,25425.0,14750.0,2052.0,269.0,33187.0,1671.0,3366.0,16525.0
421549,"Pinot gris, Napa, CA 2004",Pinot gris,Pinot gris,14887.0,2478.0,69757.0,4976.0,1049.0,2744.0,1717.0,10299.0,309760.0,1350.0,116728.0,3619.0,1950.0,24519.0,28388.0,1704.0,18776.0,7881.0,1682.0,5374.0,21520.0,3240.0,22705.0,144030.0,13279.0,52331.0,5654.0,13691.0,71276.0,264448.0,17720.0,419385.0,3129.0,1419.0,44515.0,169170.0,4675.0,1776.0,371379.0,1093.0,12225.0,2995.0,1378988.0,9269.0,633.0,76449.0,388.0,2052.0,3198.0,962.0,357017.0,1060.0,6610.0,4645.0,13363.0,3440.0,297880.0,7428.0,55218.0,39819.0,4458.0,449651.0,89500.0,4025.0,83046.0,10689.0,3502.0,15823.0,18285.0,622.0,968.0,347.0,133589.0,215708.0,17602.0,20353.0,14216.0,6560.0,1302646.0,509.0,17967.0,3387.0,2314.0,6999.0,442.0,15674.0,14879.0,13009.0,82661.0,480.0,98083.0,2765.0,978547.0,3426.0,629370.0,8940.0,9647.0,16392.0,4847.0,1528.0,27032.0,8477.0,3485.0,165.0,34206.0,509.0,3434.0,22650.0
421553,"Pinot gris, Napa, CA 2004",Pinot gris,Pinot gris,12951.0,3027.0,69122.0,5407.0,737.0,2578.0,2788.0,10116.0,325800.0,1708.0,53904.0,4183.0,2302.0,23695.0,29678.0,2456.0,16019.0,7770.0,1636.0,4634.0,22373.0,3040.0,21793.0,160067.0,14315.0,51399.0,152.0,14367.0,64287.0,281155.0,14110.0,415665.0,2913.0,1759.0,45155.0,187927.0,5314.0,1863.0,355897.0,1151.0,12822.0,3820.0,1269342.0,10169.0,1131.0,66175.0,441.0,3945.0,3294.0,831.0,374554.0,1110.0,7398.0,4043.0,12944.0,2934.0,307040.0,9780.0,56383.0,41605.0,4612.0,380412.0,90514.0,3720.0,82838.0,11226.0,3627.0,14920.0,17027.0,636.0,1389.0,312.0,181031.0,219175.0,17472.0,19570.0,15255.0,6851.0,1427891.0,920.0,18394.0,3853.0,2108.0,6792.0,232.0,17037.0,14206.0,12321.0,82940.0,476.0,117500.0,3308.0,910542.0,3452.0,670715.0,8075.0,8815.0,15557.0,4497.0,1655.0,30997.0,8522.0,2766.0,202.0,34064.0,545.0,3812.0,25158.0
421557,"Pinot gris, Napa, CA 2004",Pinot gris,Pinot gris,10367.0,4955.0,66217.0,4369.0,1070.0,2637.0,3327.0,8582.0,355326.0,1121.0,99860.0,2921.0,2951.0,24212.0,28307.0,3912.0,17612.0,7706.0,1519.0,5317.0,21051.0,2215.0,20367.0,138213.0,13557.0,48400.0,6558.0,12660.0,52588.0,255447.0,16185.0,389888.0,2494.0,1455.0,66201.0,167275.0,4380.0,1971.0,364275.0,1810.0,12474.0,2859.0,1540904.0,9137.0,1636.0,64918.0,703.0,3315.0,3347.0,982.0,371411.0,992.0,6818.0,4463.0,13069.0,3141.0,297447.0,8180.0,56801.0,39213.0,4357.0,311845.0,84289.0,4433.0,70550.0,10540.0,3781.0,12977.0,16344.0,631.0,1600.0,385.0,150535.0,207854.0,19886.0,20146.0,13060.0,6652.0,1408001.0,1492.0,16487.0,2700.0,1958.0,6970.0,428.0,16636.0,13498.0,12570.0,79986.0,1005.0,125804.0,2886.0,861201.0,2778.0,659223.0,8730.0,8435.0,15162.0,4816.0,1495.0,28785.0,9222.0,4261.0,171.0,35032.0,623.0,2613.0,20474.0
421561,"Pinot gris, Napa, CA 2004",Pinot gris,Pinot gris,12253.0,3406.0,75967.0,5334.0,975.0,2935.0,1739.0,13128.0,263507.0,2855.0,102966.0,5643.0,2384.0,23430.0,32399.0,4434.0,19139.0,9346.0,8668.0,4879.0,26571.0,4155.0,24769.0,165336.0,15177.0,51236.0,288.0,16954.0,56625.0,213867.0,18212.0,464633.0,3643.0,2010.0,45051.0,179219.0,5358.0,2122.0,366139.0,2877.0,13688.0,5141.0,1251262.0,9970.0,1296.0,75070.0,668.0,3729.0,2276.0,831.0,338808.0,1105.0,8074.0,5153.0,14718.0,3585.0,221637.0,9810.0,59773.0,50868.0,4819.0,412291.0,175313.0,7108.0,72017.0,3937.0,3732.0,12987.0,19930.0,924.0,1006.0,174.0,169854.0,205028.0,24222.0,24089.0,15384.0,7501.0,1439705.0,871.0,17588.0,4033.0,2263.0,7204.0,256.0,20600.0,15526.0,14535.0,81615.0,574.0,187418.0,3426.0,1012349.0,4627.0,531726.0,9629.0,10548.0,14493.0,5513.0,1812.0,32896.0,15665.0,4139.0,136.0,34214.0,701.0,3475.0,24220.0
421565,"Pinot gris, Napa, CA 2004",Pinot gris,Pinot gris,10888.0,3921.0,61527.0,4547.0,995.0,2330.0,3688.0,10631.0,348983.0,1260.0,103895.0,2869.0,2847.0,22598.0,27363.0,3070.0,17522.0,7937.0,1965.0,4527.0,19493.0,2239.0,19846.0,136718.0,14856.0,46475.0,70.0,12525.0,56722.0,240681.0,13419.0,393972.0,2670.0,1782.0,37613.0,161168.0,4398.0,1521.0,361009.0,3835.0,11770.0,4124.0,1496527.0,7612.0,1411.0,68172.0,555.0,3975.0,3180.0,1148.0,379003.0,1090.0,6827.0,3555.0,13124.0,3048.0,302252.0,6943.0,56504.0,40152.0,4346.0,325898.0,74143.0,5729.0,68844.0,10350.0,3365.0,13437.0,14823.0,721.0,1670.0,285.0,166036.0,213664.0,18423.0,16087.0,13169.0,6438.0,1456356.0,2062.0,16542.0,2944.0,2155.0,6326.0,471.0,17711.0,13346.0,13635.0,84577.0,1087.0,131479.0,2873.0,884652.0,3300.0,655698.0,7944.0,8912.0,14765.0,3876.0,1525.0,30022.0,9967.0,3035.0,244.0,33235.0,844.0,3152.0,20828.0
421569,"Pinot gris, Napa, CA 2004",Pinot gris,Pinot gris,9856.0,1926.0,75410.0,5177.0,798.0,3115.0,3237.0,10017.0,337537.0,2304.0,113887.0,4380.0,2471.0,24300.0,30987.0,3402.0,17310.0,8730.0,3379.0,4232.0,18219.0,3815.0,22307.0,158809.0,16954.0,52527.0,235.0,14996.0,64622.0,284415.0,18173.0,434158.0,2573.0,1348.0,39828.0,168799.0,5171.0,1723.0,411929.0,2341.0,12233.0,5430.0,1108334.0,8445.0,1234.0,65700.0,357.0,3338.0,2588.0,859.0,391592.0,1542.0,7086.0,3393.0,12792.0,3477.0,313059.0,11261.0,56858.0,45181.0,4477.0,377578.0,83283.0,4774.0,78707.0,8503.0,3910.0,16518.0,19371.0,749.0,770.0,431.0,175854.0,229516.0,11770.0,22771.0,15643.0,6380.0,1412339.0,2751.0,18616.0,2991.0,2385.0,6963.0,540.0,13992.0,14143.0,11609.0,84242.0,521.0,85664.0,3116.0,903057.0,3862.0,737898.0,8814.0,10000.0,15290.0,2859.0,1742.0,30429.0,9570.0,2598.0,157.0,34257.0,787.0,3266.0,25077.0
421524,"Pinot gris, Oregon 2003",Pinot gris,Pinot gris,12111.0,2367.0,106165.0,4946.0,743.0,3872.0,3684.0,10211.0,172101.0,2909.0,70293.0,4016.0,1565.0,9154.0,34886.0,1298.0,6484.0,5595.0,1110.0,2853.0,10168.0,3599.0,16168.0,125508.0,3674.0,41582.0,1528.0,18015.0,69629.0,509947.0,18567.0,192093.0,1233.0,1273.0,491873.0,124502.0,2551.0,3059.0,794780.0,1740.0,11470.0,3567.0,897042.0,9326.0,706.0,67305.0,851.0,3185.0,4516.0,2425.0,258066.0,1330.0,6600.0,2004.0,21098.0,2209.0,107645.0,8016.0,74963.0,56152.0,4483.0,417873.0,120613.0,5473.0,84624.0,4607.0,4905.0,12571.0,16338.0,479.0,2028.0,359.0,33132.0,148732.0,11700.0,12300.0,20007.0,6302.0,945595.0,1759.0,16931.0,12512.0,1095.0,11303.0,953.0,21852.0,14157.0,7568.0,75506.0,1092.0,67812.0,2094.0,877755.0,3399.0,580771.0,7623.0,7547.0,15348.0,6673.0,2463.0,25608.0,18331.0,2529.0,272.0,42484.0,953.0,2503.0,25167.0
421528,"Pinot gris, Oregon 2003",Pinot gris,Pinot gris,10957.0,3826.0,96933.0,4507.0,682.0,3479.0,3063.0,8291.0,159724.0,2038.0,61481.0,3487.0,2740.0,9180.0,29646.0,4184.0,5774.0,4264.0,4864.0,3406.0,16823.0,2896.0,14087.0,124480.0,3612.0,41986.0,95.0,18692.0,49928.0,621450.0,18935.0,160661.0,1799.0,1514.0,665606.0,135922.0,4032.0,3415.0,792888.0,4802.0,10577.0,3339.0,1006641.0,10909.0,921.0,57875.0,840.0,3377.0,3186.0,2369.0,274547.0,1947.0,6384.0,3538.0,17870.0,1995.0,94061.0,11321.0,62400.0,48416.0,4222.0,361604.0,100299.0,8042.0,78026.0,917.0,4318.0,9021.0,17110.0,608.0,796.0,428.0,33017.0,117308.0,16850.0,15869.0,16940.0,4973.0,860665.0,2108.0,16076.0,13035.0,943.0,9225.0,844.0,17586.0,14630.0,12132.0,70935.0,1211.0,117535.0,2054.0,810534.0,3979.0,511043.0,5643.0,6956.0,10998.0,12271.0,2737.0,25959.0,12854.0,1948.0,298.0,36113.0,838.0,2647.0,21006.0
421532,"Pinot gris, Oregon 2003",Pinot gris,Pinot gris,11625.0,4676.0,100556.0,4778.0,1048.0,3902.0,3085.0,8226.0,166610.0,2115.0,66102.0,5270.0,1935.0,9663.0,31755.0,3718.0,5224.0,4179.0,6309.0,3326.0,14052.0,2843.0,15531.0,125062.0,3424.0,42044.0,2688.0,19643.0,67513.0,624285.0,21893.0,182137.0,1731.0,1165.0,307015.0,123114.0,4337.0,3120.0,776595.0,944.0,11630.0,4085.0,1097530.0,11017.0,1146.0,63330.0,752.0,2129.0,3225.0,2465.0,276789.0,1378.0,6472.0,2856.0,18737.0,2083.0,100702.0,4690.0,66366.0,53010.0,4173.0,413958.0,81844.0,6342.0,43510.0,6770.0,4609.0,9208.0,15623.0,436.0,2613.0,417.0,30674.0,134952.0,19449.0,17877.0,17384.0,4735.0,933686.0,1821.0,15096.0,13005.0,977.0,9634.0,613.0,19995.0,14482.0,10768.0,72167.0,1134.0,126716.0,905.0,828337.0,3883.0,552884.0,7084.0,7470.0,12447.0,9845.0,2133.0,27159.0,12026.0,2326.0,223.0,39373.0,840.0,2676.0,25081.0
421536,"Pinot gris, Oregon 2003",Pinot gris,Pinot gris,12059.0,6183.0,100358.0,4215.0,1091.0,3617.0,3533.0,8447.0,169573.0,2127.0,63077.0,5306.0,3031.0,9761.0,30118.0,2504.0,5835.0,3925.0,3812.0,3375.0,16841.0,2858.0,14950.0,119780.0,3684.0,40780.0,1375.0,17622.0,62424.0,619130.0,19576.0,171420.0,2439.0,1479.0,523793.0,124102.0,3994.0,3415.0,798408.0,6216.0,11559.0,3932.0,1076642.0,9670.0,892.0,57663.0,809.0,3223.0,3157.0,2253.0,275220.0,1491.0,6570.0,3137.0,18724.0,1925.0,104442.0,11120.0,64938.0,48869.0,4286.0,385296.0,86247.0,6740.0,65628.0,2492.0,4491.0,8881.0,16570.0,551.0,1868.0,472.0,33602.0,118410.0,18772.0,14625.0,15683.0,5553.0,914145.0,594.0,15693.0,12147.0,790.0,8836.0,624.0,18225.0,13891.0,12183.0,67344.0,1461.0,121785.0,1855.0,781862.0,3657.0,526104.0,5745.0,6534.0,9644.0,11130.0,2472.0,27050.0,11421.0,2302.0,171.0,39208.0,873.0,2855.0,21933.0
421540,"Pinot gris, Oregon 2003",Pinot gris,Pinot gris,12571.0,5142.0,106231.0,5035.0,781.0,4210.0,2907.0,9107.0,161115.0,2438.0,68189.0,4001.0,1848.0,9611.0,32835.0,3968.0,4934.0,5820.0,7167.0,3873.0,17942.0,3256.0,15003.0,127142.0,3993.0,45221.0,1666.0,19344.0,64303.0,628711.0,19892.0,194778.0,2023.0,1461.0,16558.0,132507.0,4324.0,3528.0,828720.0,7739.0,11715.0,3971.0,1083022.0,10698.0,1107.0,64443.0,759.0,2456.0,3389.0,2651.0,287544.0,1737.0,6723.0,3500.0,19552.0,1915.0,99666.0,7207.0,67332.0,51999.0,4886.0,429976.0,77800.0,7623.0,42959.0,7129.0,4864.0,11426.0,18895.0,497.0,2492.0,386.0,30491.0,135428.0,20879.0,18061.0,18004.0,5830.0,914768.0,2222.0,17468.0,12433.0,981.0,9803.0,465.0,18561.0,14133.0,15622.0,80104.0,1628.0,135567.0,2125.0,888667.0,4306.0,580887.0,7225.0,7812.0,10914.0,12576.0,2602.0,27330.0,12342.0,2158.0,203.0,40806.0,909.0,2623.0,23779.0
421544,"Pinot gris, Oregon 2003",Pinot gris,Pinot gris,12335.0,2202.0,106950.0,5202.0,734.0,3820.0,3332.0,10647.0,167441.0,2596.0,64886.0,3687.0,1638.0,9412.0,33993.0,2713.0,6657.0,5324.0,852.0,2933.0,11271.0,3614.0,15968.0,123769.0,4164.0,43785.0,1367.0,18005.0,59142.0,481179.0,19336.0,187726.0,1233.0,1139.0,506905.0,132369.0,3796.0,3186.0,805961.0,1998.0,11818.0,4168.0,933731.0,9429.0,1326.0,67738.0,836.0,2486.0,6016.0,2196.0,248732.0,1143.0,6677.0,2263.0,20803.0,2220.0,103434.0,8596.0,72490.0,53202.0,4658.0,429432.0,118232.0,5112.0,88252.0,4517.0,4771.0,9410.0,17426.0,489.0,1910.0,333.0,34164.0,143810.0,14076.0,12026.0,18255.0,6315.0,926380.0,1917.0,18236.0,13185.0,898.0,9933.0,791.0,19551.0,15057.0,8407.0,68322.0,1168.0,64295.0,2183.0,891917.0,9668.0,559519.0,7430.0,7264.0,13909.0,8055.0,2232.0,27478.0,16931.0,2405.0,222.0,42554.0,892.0,2699.0,25320.0
421574,"Riesling, CA 2004",Riesling,Riesling,18681.0,1655.0,40195.0,2804.0,720.0,8373.0,2473.0,12888.0,376576.0,1194.0,42583.0,6884.0,2140.0,9693.0,31290.0,2661.0,9270.0,5503.0,11801.0,2915.0,18897.0,3357.0,39775.0,63659.0,13638.0,53401.0,715.0,5987.0,84096.0,210492.0,17959.0,255649.0,4916.0,1555.0,427954.0,232748.0,4492.0,3626.0,575431.0,22454.0,17729.0,4541.0,555719.0,20670.0,1561.0,69586.0,742.0,2734.0,3164.0,1417.0,364668.0,3631.0,5954.0,4092.0,16962.0,3766.0,1157804.0,5460.0,49821.0,43633.0,6503.0,35029.0,123076.0,4279.0,379969.0,7259.0,3690.0,11626.0,9148.0,626.0,580.0,793.0,71423.0,206229.0,14448.0,83469.0,16418.0,18622.0,1193835.0,3678.0,23798.0,2985.0,1878.0,7950.0,621.0,33447.0,40573.0,13917.0,126705.0,1614.0,97134.0,2243.0,601913.0,3551.0,637939.0,11357.0,7019.0,16836.0,3521.0,3212.0,13049.0,5420.0,2902.0,151.0,42761.0,793.0,3784.0,35911.0
421578,"Riesling, CA 2004",Riesling,Riesling,14278.0,3898.0,32018.0,2333.0,920.0,7097.0,2238.0,10244.0,373945.0,1213.0,33854.0,4459.0,1515.0,7846.0,26598.0,2006.0,8735.0,4757.0,8144.0,3597.0,6778.0,2527.0,32870.0,45855.0,9931.0,38814.0,319.0,5061.0,65766.0,409627.0,12698.0,214144.0,1567.0,1369.0,451048.0,190050.0,2963.0,3173.0,460106.0,40714.0,14792.0,2508.0,623965.0,13132.0,1561.0,59916.0,666.0,2365.0,3049.0,1052.0,288123.0,1952.0,4830.0,1268.0,16376.0,3041.0,1099484.0,6794.0,47802.0,32053.0,5268.0,27083.0,122827.0,2607.0,277137.0,3147.0,3371.0,6900.0,6785.0,481.0,1362.0,451.0,81038.0,206443.0,11639.0,66329.0,10780.0,15322.0,1265253.0,2504.0,19622.0,2514.0,1522.0,7096.0,535.0,31882.0,34330.0,5722.0,94393.0,1018.0,66617.0,2289.0,543302.0,3983.0,609621.0,9534.0,5631.0,18408.0,592.0,2318.0,9120.0,8275.0,2962.0,112.0,43321.0,654.0,3336.0,26705.0
421582,"Riesling, CA 2004",Riesling,Riesling,17095.0,3950.0,37423.0,2513.0,521.0,8314.0,2435.0,11530.0,341335.0,1181.0,39250.0,6001.0,1684.0,9091.0,28279.0,2840.0,6684.0,5305.0,6862.0,4104.0,13668.0,3151.0,36466.0,57124.0,13986.0,50351.0,1866.0,6294.0,73079.0,410940.0,15906.0,239752.0,4282.0,1373.0,167760.0,214552.0,4162.0,3190.0,546756.0,3446.0,16261.0,2627.0,870775.0,17843.0,1864.0,65647.0,549.0,1989.0,2960.0,1393.0,341624.0,3304.0,5463.0,3255.0,15400.0,3459.0,1086150.0,7907.0,47229.0,37924.0,5873.0,33991.0,132423.0,4032.0,346861.0,6478.0,3331.0,10523.0,8441.0,523.0,903.0,599.0,85663.0,223209.0,16954.0,41936.0,13348.0,16318.0,1197659.0,3151.0,23327.0,3048.0,1972.0,7842.0,477.0,27830.0,39936.0,11275.0,122082.0,1359.0,123836.0,1329.0,545056.0,4176.0,499686.0,11043.0,6838.0,17017.0,2621.0,3157.0,10768.0,7168.0,3425.0,106.0,42382.0,661.0,3890.0,31639.0
421586,"Riesling, CA 2004",Riesling,Riesling,15634.0,2120.0,27826.0,1814.0,803.0,6287.0,653.0,7986.0,328612.0,682.0,29128.0,4393.0,1474.0,8100.0,21598.0,2072.0,3389.0,4021.0,978.0,2807.0,11866.0,1941.0,25384.0,39239.0,8938.0,41096.0,1168.0,4448.0,60202.0,637476.0,13562.0,203972.0,2991.0,1188.0,254941.0,203585.0,3152.0,2618.0,533879.0,5144.0,13157.0,2827.0,1013701.0,14928.0,1651.0,52349.0,526.0,2271.0,2213.0,921.0,327757.0,2272.0,3923.0,2439.0,13416.0,2607.0,1045952.0,8341.0,39652.0,29127.0,4889.0,24166.0,109522.0,2581.0,304773.0,6245.0,2056.0,7962.0,7383.0,341.0,480.0,226.0,68574.0,172215.0,6756.0,6552.0,11727.0,12402.0,1024500.0,2530.0,21299.0,2149.0,1419.0,5907.0,273.0,22342.0,30745.0,8607.0,111014.0,897.0,44277.0,1465.0,336260.0,3368.0,635577.0,8590.0,4846.0,12134.0,2149.0,2194.0,11097.0,6795.0,4312.0,150.0,37098.0,686.0,3034.0,19527.0
421590,"Riesling, CA 2004",Riesling,Riesling,13635.0,3943.0,27305.0,1847.0,697.0,6020.0,1771.0,8478.0,299588.0,330.0,28489.0,4599.0,1606.0,6707.0,20679.0,1676.0,3338.0,3736.0,2556.0,2359.0,9747.0,2142.0,26126.0,38793.0,10828.0,37831.0,1868.0,4407.0,64747.0,636331.0,12387.0,202870.0,2374.0,1137.0,111669.0,185219.0,1763.0,2543.0,504942.0,1764.0,12110.0,1872.0,1206818.0,11530.0,1143.0,49218.0,290.0,2851.0,2281.0,897.0,270518.0,1859.0,3646.0,2037.0,12025.0,2921.0,1020859.0,5266.0,38777.0,27962.0,4677.0,25579.0,159105.0,3361.0,447690.0,4079.0,2316.0,7972.0,5836.0,331.0,848.0,299.0,67023.0,169596.0,11935.0,8664.0,10772.0,12186.0,953535.0,2024.0,16217.0,2099.0,1445.0,5889.0,252.0,19588.0,27926.0,6955.0,101929.0,1026.0,64191.0,1094.0,419767.0,2802.0,577898.0,8018.0,4826.0,9913.0,1899.0,1892.0,10437.0,5786.0,2101.0,92.0,31620.0,598.0,2380.0,27050.0
421594,"Riesling, CA 2004",Riesling,Riesling,17105.0,3266.0,35395.0,2660.0,652.0,7835.0,2307.0,11920.0,313924.0,1336.0,36283.0,3775.0,1123.0,8726.0,27633.0,2387.0,6599.0,5211.0,13466.0,2857.0,14307.0,2810.0,37878.0,57183.0,10575.0,47079.0,1948.0,5861.0,78738.0,429775.0,17077.0,246447.0,3772.0,1414.0,173788.0,215087.0,4144.0,3566.0,502146.0,2093.0,17825.0,3819.0,776186.0,16849.0,1374.0,65827.0,698.0,2199.0,3172.0,1433.0,327140.0,3055.0,5243.0,3535.0,15133.0,3329.0,942382.0,5717.0,45897.0,36784.0,5244.0,33582.0,469240.0,3808.0,428780.0,7543.0,3288.0,11823.0,8224.0,509.0,826.0,497.0,84193.0,216843.0,17130.0,41345.0,15338.0,17465.0,1200485.0,3360.0,20856.0,2720.0,1731.0,7013.0,495.0,29649.0,38596.0,12110.0,120888.0,1349.0,128573.0,1387.0,434658.0,36989.0,338392.0,11175.0,6260.0,13834.0,2566.0,3042.0,10509.0,8126.0,3351.0,129.0,38572.0,780.0,3579.0,30994.0
421599,"Riesling, Finger Lakes, NY 2004",Riesling,Riesling,24045.0,2396.0,31624.0,1797.0,852.0,5318.0,2319.0,12237.0,235477.0,1407.0,93808.0,1841.0,1718.0,12749.0,38303.0,2330.0,5799.0,1923.0,961.0,3461.0,15742.0,3358.0,11855.0,43597.0,7172.0,13466.0,456.0,5165.0,31135.0,431947.0,10641.0,122284.0,2516.0,1135.0,791942.0,269938.0,2421.0,8114.0,965593.0,2198.0,15530.0,4168.0,755436.0,26590.0,1676.0,58750.0,467.0,2525.0,2388.0,1790.0,268661.0,1039.0,5215.0,2659.0,14756.0,2001.0,1478753.0,8472.0,43689.0,31675.0,3195.0,186862.0,61629.0,5189.0,141313.0,10678.0,3436.0,5987.0,10062.0,538.0,577.0,195.0,62828.0,250959.0,9348.0,23100.0,17029.0,6297.0,405128.0,1872.0,4870.0,2198.0,1682.0,6896.0,63.0,21823.0,92518.0,7148.0,40538.0,1677.0,59434.0,1533.0,437300.0,121289.0,444969.0,3666.0,3450.0,12633.0,8115.0,2113.0,31530.0,8260.0,1593.0,219.0,37630.0,1028.0,815.0,18357.0
421603,"Riesling, Finger Lakes, NY 2004",Riesling,Riesling,35316.0,1023.0,29315.0,1595.0,155.0,4809.0,399.0,10462.0,231120.0,1132.0,92588.0,2704.0,1123.0,11884.0,34603.0,1289.0,4869.0,1784.0,640.0,3442.0,9882.0,2425.0,10874.0,38461.0,5101.0,13355.0,599.0,5573.0,28846.0,584983.0,9905.0,118256.0,1570.0,5350.0,435876.0,273659.0,1926.0,6580.0,650241.0,1990.0,14478.0,3178.0,744472.0,24648.0,1285.0,56303.0,367.0,927.0,1919.0,1483.0,270113.0,923.0,4488.0,1917.0,13691.0,1872.0,1651468.0,6431.0,40769.0,31152.0,2459.0,157475.0,41359.0,3841.0,129845.0,7194.0,3070.0,3039.0,9052.0,285.0,459.0,141.0,56775.0,236956.0,5781.0,8089.0,16498.0,6314.0,360625.0,1515.0,4058.0,1917.0,1612.0,6918.0,256.0,16775.0,85972.0,4232.0,43080.0,1477.0,42196.0,1413.0,419019.0,616338.0,426122.0,3314.0,3309.0,12470.0,5115.0,1898.0,27070.0,5161.0,1175.0,126.0,35547.0,818.0,1019.0,20579.0
